name_lat,half_dec,pres
Echinops sphaerocephalus,1990,174
Echinops sphaerocephalus,1995,141
Echinops sphaerocephalus,2000,324
Echinops sphaerocephalus,2005,300
Echinops sphaerocephalus,2010,265
Echinops sphaerocephalus,2015,150
Echium maculatum,1960,7
Echium maculatum,1965,18
Echium maculatum,1970,13
Echium maculatum,1975,7
Echium maculatum,1980,17
Echium maculatum,1985,14
Echium maculatum,1990,12
Echium maculatum,1995,20
Echium maculatum,2000,35
Echium maculatum,2005,37
Echium maculatum,2010,33
Echium maculatum,2015,5
Echium vulgare,1960,124
Echium vulgare,1965,246
Echium vulgare,1970,491
Echium vulgare,1975,581
Echium vulgare,1980,573
Echium vulgare,1985,569
Echium vulgare,1990,595
Echium vulgare,1995,499
Echium vulgare,2000,1227
Echium vulgare,2005,950
Echium vulgare,2010,892
Echium vulgare,2015,451
Elaeagnus angustifolia,1975,2
Elaeagnus angustifolia,1980,5
Elaeagnus angustifolia,1985,3
Elaeagnus angustifolia,1990,3
Elaeagnus angustifolia,1995,6
Elaeagnus angustifolia,2000,27
Elaeagnus angustifolia,2005,17
Elaeagnus angustifolia,2010,18
Elaeagnus angustifolia,2015,19
Elatine hexandra,1960,4
Elatine hexandra,1965,1
Elatine hexandra,1970,2
Elatine hexandra,1975,13
Elatine hexandra,1980,6
Elatine hexandra,1985,10
Elatine hexandra,1990,4
Elatine hexandra,1995,5
Elatine hexandra,2000,8
Elatine hexandra,2005,20
Elatine hexandra,2010,24
Elatine hexandra,2015,17
Elatine hydropiper s.lat.,1960,10
Elatine hydropiper s.lat.,1965,19
Elatine hydropiper s.lat.,1970,36
Elatine hydropiper s.lat.,1975,29
Elatine hydropiper s.lat.,1980,16
Elatine hydropiper s.lat.,1985,19
Elatine hydropiper s.lat.,1990,12
Elatine hydropiper s.lat.,1995,23
Elatine hydropiper s.lat.,2000,62
Elatine hydropiper s.lat.,2005,66
Elatine hydropiper s.lat.,2010,96
Elatine hydropiper s.lat.,2015,65
Elatine triandra,1960,5
Elatine triandra,1965,10
Elatine triandra,1970,12
Elatine triandra,1975,17
Elatine triandra,1980,6
Elatine triandra,1985,21
Elatine triandra,1990,13
Elatine triandra,1995,37
Elatine triandra,2000,99
Elatine triandra,2005,84
Elatine triandra,2010,87
Elatine triandra,2015,42
Eleocharis acicularis,1960,46
Eleocharis acicularis,1965,82
Eleocharis acicularis,1970,110
Eleocharis acicularis,1975,120
Eleocharis acicularis,1980,123
Eleocharis acicularis,1985,174
Eleocharis acicularis,1990,158
Eleocharis acicularis,1995,143
Eleocharis acicularis,2000,368
Eleocharis acicularis,2005,239
Eleocharis acicularis,2010,190
Eleocharis acicularis,2015,96
Eleocharis ovata,1960,38
Eleocharis ovata,1965,65
Eleocharis ovata,1970,67
Eleocharis ovata,1975,72
Eleocharis ovata,1980,75
Eleocharis ovata,1985,83
Eleocharis ovata,1990,206
Eleocharis ovata,1995,119
Eleocharis ovata,2000,344
Eleocharis ovata,2005,193
Eleocharis ovata,2010,194
Eleocharis ovata,2015,114
Eleocharis palustris agg.,1960,116
Eleocharis palustris agg.,1965,198
Eleocharis palustris agg.,1970,200
Eleocharis palustris agg.,1975,271
Eleocharis palustris agg.,1980,283
Eleocharis palustris agg.,1985,422
Eleocharis palustris agg.,1990,547
Eleocharis palustris agg.,1995,389
Eleocharis palustris agg.,2000,883
Eleocharis palustris agg.,2005,496
Eleocharis palustris agg.,2010,501
Eleocharis palustris agg.,2015,151
Eleocharis quinqueflora,1960,24
Eleocharis quinqueflora,1965,25
Eleocharis quinqueflora,1970,10
Eleocharis quinqueflora,1975,11
Eleocharis quinqueflora,1980,18
Eleocharis quinqueflora,1985,28
Eleocharis quinqueflora,1990,33
Eleocharis quinqueflora,1995,51
Eleocharis quinqueflora,2000,27
Eleocharis quinqueflora,2005,48
Eleocharis quinqueflora,2010,19
Eleocharis quinqueflora,2015,9
Elodea canadensis,1960,31
Elodea canadensis,1965,51
Elodea canadensis,1970,135
Elodea canadensis,1975,188
Elodea canadensis,1980,138
Elodea canadensis,1985,243
Elodea canadensis,1990,172
Elodea canadensis,1995,170
Elodea canadensis,2000,443
Elodea canadensis,2005,314
Elodea canadensis,2010,199
Elodea canadensis,2015,60
Elodea nuttallii,1985,2
Elodea nuttallii,1990,3
Elodea nuttallii,2000,2
Elodea nuttallii,2005,1
Elodea nuttallii,2010,20
Elodea nuttallii,2015,15
Elymus caninus,1960,122
Elymus caninus,1965,162
Elymus caninus,1970,195
Elymus caninus,1975,309
Elymus caninus,1980,260
Elymus caninus,1985,281
Elymus caninus,1990,305
Elymus caninus,1995,252
Elymus caninus,2000,557
Elymus caninus,2005,499
Elymus caninus,2010,549
Elymus caninus,2015,117
Elymus hispidus,1960,47
Elymus hispidus,1965,98
Elymus hispidus,1970,105
Elymus hispidus,1975,105
Elymus hispidus,1980,87
Elymus hispidus,1985,125
Elymus hispidus,1990,204
Elymus hispidus,1995,156
Elymus hispidus,2000,206
Elymus hispidus,2005,176
Elymus hispidus,2010,131
Elymus hispidus,2015,24
Elymus repens,1960,167
Elymus repens,1965,426
Elymus repens,1970,656
Elymus repens,1975,535
Elymus repens,1980,652
Elymus repens,1985,602
Elymus repens,1990,706
Elymus repens,1995,1148
Elymus repens,2000,2335
Elymus repens,2005,1891
Elymus repens,2010,1760
Elymus repens,2015,258
Empetrum nigrum agg.,1960,8
Empetrum nigrum agg.,1965,28
Empetrum nigrum agg.,1970,26
Empetrum nigrum agg.,1975,35
Empetrum nigrum agg.,1980,32
Empetrum nigrum agg.,1985,20
Empetrum nigrum agg.,1990,20
Empetrum nigrum agg.,1995,38
Empetrum nigrum agg.,2000,121
Empetrum nigrum agg.,2005,79
Empetrum nigrum agg.,2010,62
Empetrum nigrum agg.,2015,6
Epilobium adenocaulon,1960,21
Epilobium adenocaulon,1965,220
Epilobium adenocaulon,1970,487
Epilobium adenocaulon,1975,591
Epilobium adenocaulon,1980,669
Epilobium adenocaulon,1985,742
Epilobium adenocaulon,1990,596
Epilobium adenocaulon,1995,679
Epilobium adenocaulon,2000,1075
Epilobium adenocaulon,2005,820
Epilobium adenocaulon,2010,628
Epilobium adenocaulon,2015,440
Epilobium alpestre,1960,8
Epilobium alpestre,1965,14
Epilobium alpestre,1970,10
Epilobium alpestre,1975,12
Epilobium alpestre,1980,15
Epilobium alpestre,1985,21
Epilobium alpestre,1990,13
Epilobium alpestre,1995,21
Epilobium alpestre,2000,11
Epilobium alpestre,2005,11
Epilobium alpestre,2010,5
Epilobium alpestre,2015,3
Epilobium alsinifolium,1960,9
Epilobium alsinifolium,1965,15
Epilobium alsinifolium,1970,8
Epilobium alsinifolium,1975,13
Epilobium alsinifolium,1980,5
Epilobium alsinifolium,1985,17
Epilobium alsinifolium,1990,11
Epilobium alsinifolium,1995,6
Epilobium alsinifolium,2000,20
Epilobium alsinifolium,2005,19
Epilobium alsinifolium,2010,12
Epilobium alsinifolium,2015,2
Epilobium anagallidifolium,1960,5
Epilobium anagallidifolium,1965,5
Epilobium anagallidifolium,1970,2
Epilobium anagallidifolium,1975,6
Epilobium anagallidifolium,1980,2
Epilobium anagallidifolium,1985,4
Epilobium anagallidifolium,1990,3
Epilobium anagallidifolium,1995,6
Epilobium anagallidifolium,2000,2
Epilobium anagallidifolium,2005,1
Epilobium anagallidifolium,2010,6
Epilobium anagallidifolium,2015,1
Epilobium angustifolium,1960,562
Epilobium angustifolium,1965,688
Epilobium angustifolium,1970,930
Epilobium angustifolium,1975,825
Epilobium angustifolium,1980,635
Epilobium angustifolium,1985,670
Epilobium angustifolium,1990,681
Epilobium angustifolium,1995,774
Epilobium angustifolium,2000,1175
Epilobium angustifolium,2005,895
Epilobium angustifolium,2010,772
Epilobium angustifolium,2015,206
Epilobium collinum,1960,57
Epilobium collinum,1965,182
Epilobium collinum,1970,144
Epilobium collinum,1975,208
Epilobium collinum,1980,194
Epilobium collinum,1985,250
Epilobium collinum,1990,124
Epilobium collinum,1995,124
Epilobium collinum,2000,194
Epilobium collinum,2005,132
Epilobium collinum,2010,127
Epilobium collinum,2015,50
Epilobium dodonaei,1960,12
Epilobium dodonaei,1965,18
Epilobium dodonaei,1970,47
Epilobium dodonaei,1975,28
Epilobium dodonaei,1980,35
Epilobium dodonaei,1985,29
Epilobium dodonaei,1990,27
Epilobium dodonaei,1995,47
Epilobium dodonaei,2000,47
Epilobium dodonaei,2005,59
Epilobium dodonaei,2010,41
Epilobium dodonaei,2015,53
Epilobium hirsutum,1960,90
Epilobium hirsutum,1965,179
Epilobium hirsutum,1970,308
Epilobium hirsutum,1975,480
Epilobium hirsutum,1980,413
Epilobium hirsutum,1985,542
Epilobium hirsutum,1990,407
Epilobium hirsutum,1995,419
Epilobium hirsutum,2000,1445
Epilobium hirsutum,2005,878
Epilobium hirsutum,2010,806
Epilobium hirsutum,2015,331
Epilobium lamyi,1960,5
Epilobium lamyi,1965,52
Epilobium lamyi,1970,40
Epilobium lamyi,1975,58
Epilobium lamyi,1980,44
Epilobium lamyi,1985,48
Epilobium lamyi,1990,47
Epilobium lamyi,1995,69
Epilobium lamyi,2000,229
Epilobium lamyi,2005,191
Epilobium lamyi,2010,146
Epilobium lamyi,2015,246
Epilobium montanum,1960,681
Epilobium montanum,1965,824
Epilobium montanum,1970,912
Epilobium montanum,1975,832
Epilobium montanum,1980,624
Epilobium montanum,1985,627
Epilobium montanum,1990,529
Epilobium montanum,1995,655
Epilobium montanum,2000,1086
Epilobium montanum,2005,793
Epilobium montanum,2010,729
Epilobium montanum,2015,284
Epilobium nutans,1960,2
Epilobium nutans,1965,3
Epilobium nutans,1970,9
Epilobium nutans,1975,6
Epilobium nutans,1980,3
Epilobium nutans,1985,3
Epilobium nutans,1990,2
Epilobium nutans,1995,3
Epilobium nutans,2000,5
Epilobium nutans,2005,7
Epilobium nutans,2010,12
Epilobium nutans,2015,2
Epilobium obscurum,1960,33
Epilobium obscurum,1965,97
Epilobium obscurum,1970,173
Epilobium obscurum,1975,145
Epilobium obscurum,1980,127
Epilobium obscurum,1985,166
Epilobium obscurum,1990,121
Epilobium obscurum,1995,101
Epilobium obscurum,2000,190
Epilobium obscurum,2005,159
Epilobium obscurum,2010,183
Epilobium obscurum,2015,74
Epilobium palustre,1960,113
Epilobium palustre,1965,229
Epilobium palustre,1970,303
Epilobium palustre,1975,325
Epilobium palustre,1980,314
Epilobium palustre,1985,481
Epilobium palustre,1990,376
Epilobium palustre,1995,450
Epilobium palustre,2000,962
Epilobium palustre,2005,681
Epilobium palustre,2010,612
Epilobium palustre,2015,167
Epilobium parviflorum,1960,37
Epilobium parviflorum,1965,123
Epilobium parviflorum,1970,147
Epilobium parviflorum,1975,222
Epilobium parviflorum,1980,131
Epilobium parviflorum,1985,147
Epilobium parviflorum,1990,144
Epilobium parviflorum,1995,138
Epilobium parviflorum,2000,251
Epilobium parviflorum,2005,193
Epilobium parviflorum,2010,137
Epilobium parviflorum,2015,130
Epilobium roseum,1960,74
Epilobium roseum,1965,191
Epilobium roseum,1970,257
Epilobium roseum,1975,282
Epilobium roseum,1980,236
Epilobium roseum,1985,287
Epilobium roseum,1990,178
Epilobium roseum,1995,151
Epilobium roseum,2000,467
Epilobium roseum,2005,270
Epilobium roseum,2010,212
Epilobium roseum,2015,167
Epilobium tetragonum,1960,29
Epilobium tetragonum,1965,72
Epilobium tetragonum,1970,105
Epilobium tetragonum,1975,162
Epilobium tetragonum,1980,110
Epilobium tetragonum,1985,121
Epilobium tetragonum,1990,121
Epilobium tetragonum,1995,130
Epilobium tetragonum,2000,310
Epilobium tetragonum,2005,273
Epilobium tetragonum,2010,204
Epilobium tetragonum,2015,156
Epipactis atrorubens,1960,28
Epipactis atrorubens,1965,26
Epipactis atrorubens,1970,25
Epipactis atrorubens,1975,27
Epipactis atrorubens,1980,23
Epipactis atrorubens,1985,26
Epipactis atrorubens,1990,30
Epipactis atrorubens,1995,42
Epipactis atrorubens,2000,165
Epipactis atrorubens,2005,87
Epipactis atrorubens,2010,89
Epipactis atrorubens,2015,27
Epipactis helleborine agg.,1960,170
Epipactis helleborine agg.,1965,263
Epipactis helleborine agg.,1970,339
Epipactis helleborine agg.,1975,343
Epipactis helleborine agg.,1980,297
Epipactis helleborine agg.,1985,408
Epipactis helleborine agg.,1990,454
Epipactis helleborine agg.,1995,376
Epipactis helleborine agg.,2000,1403
Epipactis helleborine agg.,2005,770
Epipactis helleborine agg.,2010,678
Epipactis helleborine agg.,2015,236
Epipactis microphylla,1960,2
Epipactis microphylla,1965,2
Epipactis microphylla,1970,2
Epipactis microphylla,1975,5
Epipactis microphylla,1980,7
Epipactis microphylla,1985,12
Epipactis microphylla,1990,8
Epipactis microphylla,1995,15
Epipactis microphylla,2000,35
Epipactis microphylla,2005,24
Epipactis microphylla,2010,18
Epipactis microphylla,2015,3
Epipactis palustris,1960,19
Epipactis palustris,1965,56
Epipactis palustris,1970,58
Epipactis palustris,1975,44
Epipactis palustris,1980,83
Epipactis palustris,1985,97
Epipactis palustris,1990,145
Epipactis palustris,1995,177
Epipactis palustris,2000,247
Epipactis palustris,2005,160
Epipactis palustris,2010,151
Epipactis palustris,2015,16
Epipactis purpurata,1960,29
Epipactis purpurata,1965,15
Epipactis purpurata,1970,19
Epipactis purpurata,1975,31
Epipactis purpurata,1980,27
Epipactis purpurata,1985,52
Epipactis purpurata,1990,76
Epipactis purpurata,1995,79
Epipactis purpurata,2000,182
Epipactis purpurata,2005,113
Epipactis purpurata,2010,75
Epipactis purpurata,2015,9
Epipogium aphyllum,1960,4
Epipogium aphyllum,1965,12
Epipogium aphyllum,1970,2
Epipogium aphyllum,1975,7
Epipogium aphyllum,1980,12
Epipogium aphyllum,1985,9
Epipogium aphyllum,1990,4
Epipogium aphyllum,1995,19
Epipogium aphyllum,2000,17
Epipogium aphyllum,2005,16
Epipogium aphyllum,2010,8
Epipogium aphyllum,2015,3
Equisetum arvense,1960,194
Equisetum arvense,1965,364
Equisetum arvense,1970,574
Equisetum arvense,1975,571
Equisetum arvense,1980,657
Equisetum arvense,1985,675
Equisetum arvense,1990,710
Equisetum arvense,1995,1038
Equisetum arvense,2000,2070
Equisetum arvense,2005,1684
Equisetum arvense,2010,1486
Equisetum arvense,2015,509
Equisetum fluviatile,1960,152
Equisetum fluviatile,1965,226
Equisetum fluviatile,1970,325
Equisetum fluviatile,1975,357
Equisetum fluviatile,1980,375
Equisetum fluviatile,1985,538
Equisetum fluviatile,1990,448
Equisetum fluviatile,1995,553
Equisetum fluviatile,2000,1719
Equisetum fluviatile,2005,853
Equisetum fluviatile,2010,950
Equisetum fluviatile,2015,144
Equisetum hyemale,1960,2
Equisetum hyemale,1965,13
Equisetum hyemale,1970,3
Equisetum hyemale,1975,9
Equisetum hyemale,1980,17
Equisetum hyemale,1985,10
Equisetum hyemale,1990,16
Equisetum hyemale,1995,14
Equisetum hyemale,2000,29
Equisetum hyemale,2005,19
Equisetum hyemale,2010,23
Equisetum hyemale,2015,8
Equisetum palustre,1960,221
Equisetum palustre,1965,376
Equisetum palustre,1970,479
Equisetum palustre,1975,481
Equisetum palustre,1980,477
Equisetum palustre,1985,658
Equisetum palustre,1990,601
Equisetum palustre,1995,713
Equisetum palustre,2000,1621
Equisetum palustre,2005,1055
Equisetum palustre,2010,1018
Equisetum palustre,2015,143
Equisetum pratense,1960,27
Equisetum pratense,1965,42
Equisetum pratense,1970,29
Equisetum pratense,1975,31
Equisetum pratense,1980,44
Equisetum pratense,1985,58
Equisetum pratense,1990,57
Equisetum pratense,1995,31
Equisetum pratense,2000,85
Equisetum pratense,2005,36
Equisetum pratense,2010,41
Equisetum pratense,2015,16
Equisetum ramosissimum,1960,8
Equisetum ramosissimum,1965,12
Equisetum ramosissimum,1970,26
Equisetum ramosissimum,1975,23
Equisetum ramosissimum,1980,28
Equisetum ramosissimum,1985,32
Equisetum ramosissimum,1990,31
Equisetum ramosissimum,1995,30
Equisetum ramosissimum,2000,49
Equisetum ramosissimum,2005,42
Equisetum ramosissimum,2010,26
Equisetum ramosissimum,2015,20
Equisetum sylvaticum,1960,495
Equisetum sylvaticum,1965,546
Equisetum sylvaticum,1970,731
Equisetum sylvaticum,1975,570
Equisetum sylvaticum,1980,514
Equisetum sylvaticum,1985,617
Equisetum sylvaticum,1990,545
Equisetum sylvaticum,1995,783
Equisetum sylvaticum,2000,2845
Equisetum sylvaticum,2005,1153
Equisetum sylvaticum,2010,1336
Equisetum sylvaticum,2015,182
Equisetum telmateia,1960,37
Equisetum telmateia,1965,59
Equisetum telmateia,1970,122
Equisetum telmateia,1975,52
Equisetum telmateia,1980,98
Equisetum telmateia,1985,108
Equisetum telmateia,1990,83
Equisetum telmateia,1995,127
Equisetum telmateia,2000,299
Equisetum telmateia,2005,105
Equisetum telmateia,2010,108
Equisetum telmateia,2015,21
Equisetum variegatum,1960,3
Equisetum variegatum,1965,2
Equisetum variegatum,1970,10
Equisetum variegatum,1975,5
Equisetum variegatum,1980,11
Equisetum variegatum,1985,21
Equisetum variegatum,1990,14
Equisetum variegatum,1995,15
Equisetum variegatum,2000,33
Equisetum variegatum,2005,31
Equisetum variegatum,2010,29
Equisetum variegatum,2015,5
Eragrostis albensis,1965,1
Eragrostis albensis,1980,1
Eragrostis albensis,1995,1
Eragrostis albensis,2000,9
Eragrostis albensis,2005,9
Eragrostis albensis,2010,9
Eragrostis albensis,2015,30
Eragrostis minor,1960,5
Eragrostis minor,1965,16
Eragrostis minor,1970,26
Eragrostis minor,1975,29
Eragrostis minor,1980,39
Eragrostis minor,1985,32
Eragrostis minor,1990,48
Eragrostis minor,1995,44
Eragrostis minor,2000,170
Eragrostis minor,2005,179
Eragrostis minor,2010,176
Eragrostis minor,2015,460
Eranthis hyemalis,1960,1
Eranthis hyemalis,1995,3
Eranthis hyemalis,2000,6
Eranthis hyemalis,2005,14
Eranthis hyemalis,2010,29
Eranthis hyemalis,2015,18
Erechtites hieraciifolius,1960,7
Erechtites hieraciifolius,1965,4
Erechtites hieraciifolius,1970,6
Erechtites hieraciifolius,1975,15
Erechtites hieraciifolius,1980,4
Erechtites hieraciifolius,1985,10
Erechtites hieraciifolius,1990,14
Erechtites hieraciifolius,1995,10
Erechtites hieraciifolius,2000,44
Erechtites hieraciifolius,2005,179
Erechtites hieraciifolius,2010,181
Erechtites hieraciifolius,2015,272
Erica carnea,1960,1
Erica carnea,1965,18
Erica carnea,1970,21
Erica carnea,1975,24
Erica carnea,1980,9
Erica carnea,1985,4
Erica carnea,1990,16
Erica carnea,1995,15
Erica carnea,2000,24
Erica carnea,2005,25
Erica carnea,2010,32
Erica carnea,2015,9
Erica tetralix,1960,1
Erica tetralix,1970,2
Erica tetralix,1975,2
Erica tetralix,1980,8
Erica tetralix,1990,1
Erica tetralix,1995,7
Erica tetralix,2000,6
Erica tetralix,2005,5
Erica tetralix,2010,10
Erigeron acris agg.,1960,45
Erigeron acris agg.,1965,110
Erigeron acris agg.,1970,135
Erigeron acris agg.,1975,158
Erigeron acris agg.,1980,159
Erigeron acris agg.,1985,170
Erigeron acris agg.,1990,232
Erigeron acris agg.,1995,207
Erigeron acris agg.,2000,347
Erigeron acris agg.,2005,308
Erigeron acris agg.,2010,286
Erigeron acris agg.,2015,142
Erigeron annuus agg.,1960,6
Erigeron annuus agg.,1965,14
Erigeron annuus agg.,1970,33
Erigeron annuus agg.,1975,75
Erigeron annuus agg.,1980,84
Erigeron annuus agg.,1985,124
Erigeron annuus agg.,1990,133
Erigeron annuus agg.,1995,184
Erigeron annuus agg.,2000,546
Erigeron annuus agg.,2005,550
Erigeron annuus agg.,2010,564
Erigeron annuus agg.,2015,332
Eriophorum angustifolium,1960,149
Eriophorum angustifolium,1965,261
Eriophorum angustifolium,1970,306
Eriophorum angustifolium,1975,293
Eriophorum angustifolium,1980,359
Eriophorum angustifolium,1985,493
Eriophorum angustifolium,1990,431
Eriophorum angustifolium,1995,620
Eriophorum angustifolium,2000,1513
Eriophorum angustifolium,2005,821
Eriophorum angustifolium,2010,817
Eriophorum angustifolium,2015,117
Eriophorum gracile,1960,8
Eriophorum gracile,1965,8
Eriophorum gracile,1970,5
Eriophorum gracile,1975,6
Eriophorum gracile,1980,9
Eriophorum gracile,1985,14
Eriophorum gracile,1990,9
Eriophorum gracile,1995,12
Eriophorum gracile,2000,19
Eriophorum gracile,2005,12
Eriophorum gracile,2010,12
Eriophorum gracile,2015,1
Eriophorum latifolium,1960,69
Eriophorum latifolium,1965,153
Eriophorum latifolium,1970,150
Eriophorum latifolium,1975,92
Eriophorum latifolium,1980,138
Eriophorum latifolium,1985,152
Eriophorum latifolium,1990,112
Eriophorum latifolium,1995,162
Eriophorum latifolium,2000,252
Eriophorum latifolium,2005,136
Eriophorum latifolium,2010,113
Eriophorum latifolium,2015,12
Eriophorum vaginatum,1960,76
Eriophorum vaginatum,1965,113
Eriophorum vaginatum,1970,124
Eriophorum vaginatum,1975,106
Eriophorum vaginatum,1980,105
Eriophorum vaginatum,1985,99
Eriophorum vaginatum,1990,119
Eriophorum vaginatum,1995,206
Eriophorum vaginatum,2000,444
Eriophorum vaginatum,2005,264
Eriophorum vaginatum,2010,227
Eriophorum vaginatum,2015,31
Erodium cicutarium,1960,48
Erodium cicutarium,1965,114
Erodium cicutarium,1970,235
Erodium cicutarium,1975,218
Erodium cicutarium,1980,246
Erodium cicutarium,1985,250
Erodium cicutarium,1990,264
Erodium cicutarium,1995,244
Erodium cicutarium,2000,479
Erodium cicutarium,2005,322
Erodium cicutarium,2010,311
Erodium cicutarium,2015,322
Erophila spathulata,1965,4
Erophila spathulata,1970,1
Erophila spathulata,1975,1
Erophila spathulata,1985,6
Erophila spathulata,1990,19
Erophila spathulata,1995,4
Erophila spathulata,2000,2
Erophila spathulata,2005,10
Erophila spathulata,2010,18
Erophila spathulata,2015,9
Erophila verna,1960,31
Erophila verna,1965,63
Erophila verna,1970,153
Erophila verna,1975,124
Erophila verna,1980,134
Erophila verna,1985,134
